id,community,text,
1421573637816164358,franz kafka,whenever I feel kinda down I remember that kafka devotes half a page to describing how it feels getting attacked by a four year old,
1421573742484987905,apache kafka,@ilopmar @antonmry @apachekafka @testcontainers @confluentinc FYI we just simplified our implementation: https://t.co/QX5Zs7q4XB  :),
1421576261948817413,franz kafka,if i cry over tolstoy and kafka simply do not mention it,
1421576352528883713,apache kafka,"@tveastman Sadly enough, I think Flume is the lightest thing that is sufficiently like Kafka.",
1421576676798984194,apache kafka,@tveastman The latter requires less setup but more squinting to look like Kafka.,
1421577752369586180,franz kafka,@bsdoc this is the closest i’ll get to stanning kafka,
1421577838482841601,franz kafka,july wrap-up: -harrow the ninth (rr) -the jasmine throne -chainsaw man vol 1-11 -kafka on the shore -pachinko -the gilded wolves (rr) -the silvered serpents -kimetsu no yaiba 1-23 -alone with you in the ether -mdzs  -she who became the sun (rr),
1421581501578321923,franz kafka,"LOL at my being confused by the one error in today's #NYTXW only to realize ... Kafka wrote in German. And I've read that novel. In German. But it was also called ""Der Verschollene."" 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",
1421581847730008064,franz kafka,"@BNODesk I'm not sure that even Kafka could explain this. Man, I really want to know; is it blackmail?",
1421581893040967680,franz kafka,"@CryptoAnup We've got the 20 WSMA confluent with this, more or less, which is stronger than the 21 WEMA. We can take a bit of rejection but not much.",
1421582627962703872,franz kafka,"@sharkiegirloldl Putin, agreed, is a great danger — Kafka’s nightmare of the faceless bureaucrat with power. I don’t know / know of Mashab but she’s been to RISD & Cooper Union so I already know her accent — I’ll watch for her writing, thanks.",
1421584207483179013,franz kafka,"I've only read 'K', his book on Kafka – but that is superb. https://t.co/WMlE1TyPAk",
1421584903381078017,franz kafka,Petit is hope. Persian carpet showed it meant to me. Come; let us all.  - Dorian Gray's Metamorphosis  #kafka #DorianGray #OscarWilde,
1421584970511011840,franz kafka,Ian McEwan's Political Satire 'The Cockroach' Offers a Reversal of Kafka #books #literature https://t.co/Lc46yuV9A7,
1421586522021810177,franz kafka,not me reading Kafka‘s Betrachtung on a Saturday night and getting slightly spooked out because the last story Unglücklichsein features a ghost 🌌,
1421586574668673025,apache kafka,The @SumoLogic Kafka app supports the collection of log and metrics telemetry data from @apachekafka clusters running in multiple hybrid environments. See how it works. https://t.co/BzYwZ4Z8Ce,
1421588358195712000,apache kafka,This is a great article. Multi-tenancy is a quite complex problem. It explains very well different problems with their solutions and trade-offs 👇,
1421588662135889922,franz kafka,"@erup0nn Hi ! Name's Kafka, Ex-commander of another world's army . Nice to meet you and I hope we can be friends ! One question tho.. Can you make a mecha suit imbued with holy power ?? :P",
1421589906506268673,franz kafka,"Same with books. You don't have to read Kafka to enjoy literature. People are so snob about ""intelectual"" choices.",
1421591217645760512,apache kafka,"@_elliottporter @TheJackForge Netflix uses many languages such as Java, Scala, Python and even C++.  They use Kafka for streaming. They use React along with Nodejs to aid wiith development.  They donot yse Nodejs to stream theur videos",
1421593924976660489,franz kafka," ... In my mind I am dressing you with light; I am wrapping you up in blankets of acceptance and then I give myself to you. I, who usually long without longing, as though I am unconscious and absorbed in neutrality and apathy, really, utterly long for every bit of you.“ Kafka https://t.co/5ETbMTn1Wa",
1421596132526858240,franz kafka,Visa-holders under 40 who desperately want AstraZeneca (many of whom work in public-facing/risky jobs) are battling a Kafka-esque loop of contradictory advice trying to find someone who will vaccinate them. My story today in the Sunday @theage:  https://t.co/tMWAtUR5Pi,
1421597368273674240,franz kafka,Every lie another distorted context that didn't need to be. Eventually you are an absurdist living in Kafka's nightmare.,
1421598694063976449,franz kafka,"@albernaj Benjamin on Kafka: “there is an infinite amount of hope, but not for us.”",
1421599848793624584,franz kafka,@KafkaJoint Thanks for the follow Kafka,
1421600391762829317,franz kafka,enough of “im a woman/man by a man/woman” i’m a human written by kafka.,
1421601283652427778,franz kafka,@AdamSinger “You never graduate from life. You can’t game the system. The Gods laugh at your hubris and false sense of control. All any of us have is tomorrow- some of us just wake up with more options.”   Me I think - but I prob stole some of it from Kafka or @jposhaughnessy,
1421602325400018944,apache kafka,We’re on a mission to streamline Red Hat #Kafka experiences. Connect with us to share your thoughts on @openshift Streams for Apache #Kafka: https://t.co/q3eKV9DTsb https://t.co/zLsYBVFi4y,
1421606886344953858,franz kafka,August 2021 TBR   📚  -Ariadne -Kafka on the Shore -Misery (46%)  🎧  -The Inheritance Games The Icebound Land  📱 -Canterfell (15%),
1421609419603947520,franz kafka,Two-dimensional rolls of seals or stamps in the medium of the gramophone which as Kafka remarked in the macrocosmically.,
1421609723481268232,franz kafka,@c4tluvrr7 KAFKA ON THE SHORE IS SO GOOD a lil mundane to begin with but absolutely awesome toward the end,
1421609938774904835,franz kafka,"Kafka with alien race, there's a minute.",
1421614501510668290,apache kafka,The @SumoLogic Kafka app supports the collection of log and metrics telemetry data from @apachekafka clusters running in multiple hybrid environments. See how it works. https://t.co/7ZSPDotwss,
1421615122301259778,franz kafka,Queenstown and over Dublin. Would anyone wish In youth's smart they let me perhaps.  - Ulysses and Metamorphosis  #JamesJoyce #kafka,
1421615922972930049,apache kafka,"New post: Interesting Stuff - Week 30, 2021"". Kafka & stream - table duality, ksqlDB & foreign key joins,  data discovery in data meshes, and other interesting topics. https://t.co/vFENTLktLk #apachekafka #kafka #ksqldb #bigdata #MVPBuzz https://t.co/4G4AMy0iLg",
1421619583962816516,franz kafka,@moomjuice For $TSLA this is nice algo flow very confluent https://t.co/lYPRK4ZKuH,
1421627120225247238,franz kafka,"Ooooh! the source of John Berryman's Dream Song 14!  'I conclude now I have no /inner resources, because I am heavy bored./ Peoples bore me, /literature bores me, especially great literature...",
1421628597442211843,franz kafka,I did not get any of that 😭  But it sounded real nice 👍🏻,
1421629177413914627,franz kafka,"I've read some great Jewish writers  I hold Kafka in very high regard  Saul Bellow is fun to read, too  I've never read a Jewish equivalent of a Dostoevsky or a Mauriac, tho",
1421634171206725633,apache kafka,"@fuzzychef I don't actually have a project. I just want to play with a kafka-like architecture without having to work out how to spin up and run a kafka.  Basically I want to play with what Jay Kreps is describing in ""I 💛 Logs"" https://t.co/PYExHzhyRm",
1421634328770093062,franz kafka,Forever grateful to an old colleague who mentioned her sister hating this book she dnf about cats being killed and me asking what kind of an evil author could kill cats and so I discovered Kafka on the Shore.,
1421634837727809538,franz kafka,"@StellazzioVT It was wonderful! It landed somewhere between Ibsen and Kafka, and make great use of technical limitations. I used to write about the intersection of online subcultures and performing arts back in university, so this is *fascinating*! Thanks and congrats to everyone involved. 💜 https://t.co/nbAwNWr1Ls",
1421634862876971010,franz kafka,"@OliviaAlabaster @lizziedearden Oh, the sweet irony - Brexit means we now cant deport those fleeing from the wars we started abroad!😂😂😂 You couldn't write this unless you were Kafka!",
1421635983070703620,franz kafka,"@zatebmusic Nah fuck that thing my middle school made us put it on mfs had me at 12 singing ""life is kafka-esque"" as if i knew wtf that meant",
1421636225186729987,apache kafka,"@ilopmar @edeandrea @apachekafka @QuarkusIO If you use test containers, it typically cuts CI runtimes by 3-5X for some ppl.",
1421637273318162432,franz kafka,ketamorphasis (the sequel to metamorphosis by kafka where a guy turns into a horse that’s just chill and doesn’t feel pain),
1421637647622017026,franz kafka,"GOP chooses to ‘coddle domestic terrorists’ as kissing, hugging tourist because Trump ‘turned Republicans upside down’ with Orwellian language of nightmares from a Kafka universe owned by a real estate developer and reality tv star.",
1421638361169551360,franz kafka,"@fuzzychef If I understand correctly (having still never used it), even Kafka doesn't really solve this problem - Kafka only guarantees ordering within each partition... so I guess it also is 'locking' or something when you add stuff to the log.",
1421638425342586880,franz kafka,"Honorable mentions :  (Kafka!Karoku is annoying, how dare u impersonate my fav chara and bulli baby Nai)  (Keisuke you fool, crybaby and stuff, made me flee yur anime , weirdo) https://t.co/AksXk3XlFa",
1421638934367412224,apache kafka,If you haven’t tried redpanda for your CI/CD you are missing out on the fastest start up time :),
1421640816188035073,franz kafka,"If you remember me, then I don't care if everyone else forgets...  ― Haruki Murakami, Kafka on the Shore https://t.co/gtAUTpRqlM",
1421641767619686400,franz kafka,"@BTC_JackSparrow @FritzyGraf @EQUIPOS_FT I agree with the fourth wave assessment, that's clear enough to me based on charts of which we know the origin. I could scribble an oscillator and say that it's confluent too; No one should believe me though unless they I say what it is based on.",
1421644116203646976,apache kafka,"Today, I'm 5 years old such as software developer, in these time I'm 1 year old learning english. Which is my experience? I know java,plsql,mongo,spring framework,docker,kotlin, swift,kafka,flutter. I started like programer junior, today I'm lead and I have 8 people to my charge.",
1421644652709507076,franz kafka,"Dagon, Baph, Samsa and Shub-Niggurath plush commission!!! Individual photos & more plushies here: https://t.co/U5nFcDt7YN  #dagonplush #samsaplush #baphyplush #shubniggurathplush #dagonplushie #samsaplushie #baphyplushie #shubniggurathplushie  #lovecraft #hplovecraft #kafka https://t.co/9Facck1qUQ",
1421647819526520836,franz kafka,"me, abt an hour ago: reading some kafka tonite boys, we’re in for a rough one me, after 20 pages: https://t.co/6rIVWdZThE",
1421648494788554756,franz kafka,"@may_carlen @TeresaGrabs I sometimes forget that you've got that extra challenge of translation.  The Translations I've read of Dostoevsky and Kafka were full of exclamation marks, another tool of grammar we're told not to use. It didn't make me think any less of their genius.",
1421650113190006787,franz kafka,Aku bisa bahagia- A.K.  Midnight library- matt haig The associate - Johnny grisham (HALF MOREEE DANG) Kafka of shore - Murakami   What is three mean????lol,
1421651496370835457,franz kafka,@RobBradford17 @kit1049 @erinbiba american healthcare: kafka would blush,
1421651658338050051,franz kafka,Lockdowns  in the world reminds Thomas Mann in the @Magical_Mountain “ where tuberculosis got the people in the sanatorium psycho and almost crazy .Similarly Frank Kafka in the “Castle” shows the rules of absurdity /,
1421652511107256325,franz kafka,"Like a tru pseud I have been ordering the Kafta Kabob from the local Greek food place as ""Kafka kabob"" since moving to providence",
1421652703298473986,franz kafka,Thank you @rachael_dexter for reporting on this.,
1421655015542898694,franz kafka,@harvardpeterson Kafka will do this to you,
1421656190531129347,franz kafka,Joe Strummer Kafka Baudelaire Tesla Burroughs Tom Waits Poe Mark Twain Robert Johnson,
1421658872222298118,franz kafka,"Bach (acho), Bo Diddley, Jeff Beck, Kafka, Poe, Bruce Lee (acho), Tom Waits, Baudelaire, Robert Johnson, Buster Keaton, William Burroughs, Patti Smith, Coltrane, Mark Twain. https://t.co/4iPHJCcwqZ",
1421660671779872771,franz kafka,"july wrap up!  - kafka on the shore - red, white & royal blue - the cruel prince - klara and the sun - the wicked prince - the queen of nothing",
1421661291253538821,franz kafka,"sometimes i get ""tonight i feel like kafka"" and ""the bug collector"" mized up, idk why tho",
1421663316913442817,franz kafka,This is a mess.,
1421663973276016642,franz kafka,"Why Should You Read Haruki Murakami?   An Animated Video on His ""Epic Literary Puzzle"" Kafka on the Shore Makes the Case   https://t.co/1dSdGpgINP https://t.co/uPFtNQNn6g",
1421664786765553665,franz kafka,I have the privilege of knowing what this book is about without reading it and having heard of it only once in passing. #,
1421664950687354880,franz kafka,"joe strummer, bach, claire denis, mary wollstonecraft, bo diddley, schubert, kafka, poe, bruce lee, henry purcell, tom waits, baudelaire, luis buñuel, robert johnson, buster keaton, nikola tesla, william blake, rimbaud, hedy lamarr, patti smith, emily dickinson, basquiat",
1421665522509250560,apache kafka,PDF Download => https://t.co/9pV9r0Jx3i  Streaming Architecture: New Designs Using Apache Kafka and MapR Streams https://t.co/Vdx3L6DoKQ,
1421666066401431553,franz kafka,"@AxisBank what is email of your grievance redressal officer? Reg multiple cif, neither site nor tel no functions.  SMS sent to me without name of sending authority. Remember KAFKA novels?",
1421667598853447680,franz kafka,My most toxic trait is I think Kafka would have fucked good,
1421670897488781317,franz kafka,"kafka homage short story: covid one-way pathing leads you thru a never-ending consumerist loop through every aisle of a franchise store.  protagonist tries to overcome the loop by remembering, if i entered from the outside to begin with, the loop by definition isn't closed.",
1421683557299367941,franz kafka,literally nobody wants this but here’s a thread of kafka on the shore passages i like,
1421685331020111876,franz kafka,"@Johnmccorry55Mc @ClarNiUigin @dramdarcy This is a great description. Bit like all the cultural references woody Allen shoehorns into his films ad nauseum, & serve to remind the viewer who doesn’t get it that This Man Is Very Clever, and  to reward viewers who do know who Kafka is with a sense that They Are V Clever Too",
1421688432720494594,franz kafka,@kafesque @REHABSUPERMODEL yeah kafka... i guess it is really nihilistic but i think it is a lot more interesting if you read it like a play and imagine the set and entrance cues and stuff. interesting to also think about how kafka never wanted it published,
1421689567661408256,franz kafka,written by a woman? no. written by kafka. i have transformed into a large beetle,
1421698006483709953,apache kafka,If you want some very simple explanation (for kids) on how #Apache #Kafka works: https://t.co/60zgt4u2V7 thanks to @reversim,
1421699710881042433,apache kafka,"Yet another proof that tech concepts are easy *if* explained properly. And, as a bonus, it is extremely cute 😆",
1421702819694845956,franz kafka,Happy friendship day @itsSSR @smitaparikh2 @nilotpalm3,
1421704855685459969,franz kafka,"Wishing myself a stable mind while reading Kafka on the Shore, and that I would like it 🤞🏽",
1421705073541984256,franz kafka,"2/  Indeed, the art of the second half of the 20th century has lost its mystery. In our time, the artist wanted instant and complete recognition - immediate payment for what is happening in the realm of the spirit. In this context, the fate of Kafka,",
1421705076058566657,franz kafka,"who did not publish a single work during his lifetime and bequeathed to his executor to destroy what he wrote, is striking in this context. In terms of his mental organization in the moral sense, Kafka belongs to the past. Therefore, he suffered so much, unable to live up to his",
1421705558617382914,apache kafka,"Review of the ebook: ""Understanding Message Brokers"" - Kafka versus ActiveMQ https://t.co/SN5v6UYpCM #messagebrokers https://t.co/otnx3Cnw0P",
1421708745130737667,franz kafka,I think he died young.,
1421709319184130051,franz kafka,"@targcet thank u kafka, you too okay!",
1421710988596826116,franz kafka,"i hate how i want my style to be as dynamic, cartoon, graffiti-like with cool colours but can also be rather realistic with painting and also abstract avant-garde y2k jet set radio kafka-esque.",
1421712008517455872,apache kafka,"New post: ""Interesting Stuff - Week 31, 2021"". Kafka & performance in the cloud, Azure Data Explorer & Apache Spark, Apache Pinot, and other interesting topics. https://t.co/tBdpyn9LAA #apachekafka #kafka #azuredataexplorer #bigdata #MVPBuzz  @AzDataExplorer @apachepinot https://t.co/23ndRHiGIg",
1421714467235061760,apache kafka,Amazon Managed Streaming for Apache Kafka (Amazon MSK) - Big Data Analytics Options on AWS: Amazon MSK is a fully managed service that makes it easy for you to build and run applications that use Apache Kafka to process streaming data. https://t.co/vxPzAZJn80 #bigdata #cdo #cto,
1421716323588001793,apache kafka,Stream processing of shop orders in Apache Flink? https://t.co/nde79vxJ9U #apachekafka #apacheflink #flinkstreaming https://t.co/qVYAp3dSm8,
1421716340700631041,franz kafka,"Time to teach #Kafka again. Actually there is nothing to teach but introduce students to intensity and radical simplicity of telling a story. ""His language is clear and simple, like everyday speech cleansed of all negligence and jargon"" Arendt",
1421716409831333889,franz kafka,Kafka at it”s best (or at it”s worst…?)  https://t.co/cL5uK9IhZd,
1421717086926041091,franz kafka,"@yeetgenstein If you’d ordered Kafka, it never would have arrived.",
1421718953559085056,apache kafka,Azure DevOps Engineer -- 2  Requirements- Azure devops support with kubernetes and docker container. Also experience with Kafka and graphana would be additional help  Experience- 3-4 Years  Timings- 2-3 hours/weekdays https://t.co/Q8dfS4ANH1,
1421720936399704064,franz kafka,"GRIMM FAIRY TALES By the cat sat the dance at him, as fast asleep.  - Brothers Grimm's Metamorphosis  #kafka #Fairies #Grimm",
1421722757536964612,franz kafka,"What if I fell asleep & instead of waking up as a bug á la kafka, I just woke up hot? That’s the dream. Pun intended.",
1421722947106926597,franz kafka,"What if I fell asleep & instead of waking up as a bug à la kafka, I just woke up hot? That’s the dream. Pun intended.",
1421727407841677315,apache kafka,🔵 establishing #enterprisearchitecture 🔵 improving productivity with Apache Kafka 🔵 EA enabling #digitalinnovation  & more topics to be discussed @ #switchOn 💡 Exchange.  Full agenda 👉 https://t.co/4wooQq10lE https://t.co/ny7j1a8rTv,
1421730415962775556,franz kafka,@book_praanthan It Is said Somerset Maugham traveled the world with a notebook to learn the essence of life and Kafka sat in a room for the same objective. Yet Kafka came out with a better world - view.,
1421730724529516545,franz kafka,@Theclassicsbk I hope you enjoy Kafka as much as I have.,
1421732170008170500,franz kafka,"@BoneyXavier I am sorry, I should have written Kafka on the shore. One of Murakami's works. I loved it so much so that its one of my most favorite books.  Sadly I haven't read any works of Frank Kafka. Plan to read though. Do you have any recommendations?",
1421732812328095749,franz kafka,I’ve been reading more Kafka and now I finally know what “kafkaesque” means - being a nervous dweeb,
1421734085525901314,franz kafka,@BhookieMonster loved kafka on the shore,
1421735551019884544,franz kafka,"Been making my way through Young Indiana Jones Chronicles & the episode where he meets Kafka ""The Amazing Flight of the Filing Cabinet"" was pretty fun: (This clip is without dialogue) https://t.co/XGNCg4S1X0",
1421735732490776576,franz kafka,kafka wrote the metamorphosis about me,
1421737439358595076,franz kafka,"I don’t know what’s up with me buying every Haruki Murakami book i see. I’ve only read “Kafka on the Shore”. Trust your intuition, I guess... https://t.co/z9PmhgLzas",
1421738228013539328,apache kafka,"Mirantis Updates Kubernetes IDE, Perforce Launches Android and iOS Virtual Devices, and SmartBear Adds Testing Support for Apache Kafka https://t.co/XHtgJ3sIM5 July 31, 2021 at 12:25AM",
1421738521467949056,franz kafka,Turing's proof that there can be no doubt that Kafka dreamed telephony in all impermanent.,
1421744994055041024,franz kafka,"@nikgraf @josephgentle @kevin_jahns Pfew, that was light Sunday read :) next up some Kafka.",
1421745839018479617,apache kafka,Excellent blog serie about Kafka for Cybersecurity by @KaiWaehner https://t.co/WV6OeGEpxt @splunk @sigma_hq,
1421746240501522434,franz kafka,3 weeks until we open #meta2021 @Summerhallery @edfringe tickets on sale now….,
1421746594542665729,nullf,@Crypt0mer I drew that diagonal on the daily chart. My retest level turned out to be 45k-ish. It is also confluent with 200d MA and the weekly Bollinger Band mid level (not a huge indicator guy but on previous bear markets this appears to be an important resistance)  45k then down thoughts?,
1421750434809753604,franz kafka,"@lyngardner hi Lyn, we’re back at the Fringe with piece if live digital theatre - would love for you to see it if you can fit it in?",
1421750594948280323,franz kafka,@benegotherit I would raise my Kafka and attack viciously.,
1421757857557528584,apache kafka,Apache #Kafka and #Kubernetes on Red Hat #OpenShift https://t.co/1JCbQHb5kX,
1421759500688797696,franz kafka,@BinchThotsky @biboofficial @RichardDawkins Metamorphosis By Kafka it's a allegory about how when you turn into a monster you are often the last one to notice and by the time you notice there is nothing you can do. Also sugar water and moldy food tastes good.,
1421760219730923521,franz kafka,@jaybnow____hr @jaybnow____hr I’m reading Kafka on the shore by haruki murakami like you recommended!!,
1421761865890287616,apache kafka,Get Kafka consume time for each group https://t.co/tKtAvrVMl8 #apachekafka https://t.co/1OYE1l5mTA,
1421762518498693124,franz kafka,Haruki Murakami's Kafka on the Shore gave me a different mood in reading. So much unexpected side stories. Galing! https://t.co/wAaHsB5dY4,
1421762653907730433,franz kafka,"@ClarkeMicah @kossoff333 Pity the anon account doesn't see PH's Twitter interactions as a Real Time expedition, a stream of consciousness... a peek at the writer's “genius loci.” A mistake to gauge this ""phasing"" as if it's Kafka's Gregor Samsa. Proves there's no intellectual sensibilities.",
1421763114769518592,franz kafka,"@ClarkeMicah @kossoff333 Pity the anon account doesn't see PH's Twitter interactions as a Real Time expedition, a stream of consciousness... a peek at the writer's “genius loci.” A mistake to gauge this ""phasing"" as if he's Kafka's Gregor Samsa. Proves there's no intellectual sensibilities.",
1421765048108650497,franz kafka,"@gaszline AAAA glad to know that 🤧 jangan lupa streaming besok ya bang, jam 4 rilisnya 🤗 give it a lot of support and positive feedback, huhu thank youu bang kafka 🤗🤧💖",
1421766244026421249,franz kafka,"Right! Bologova to call me a Decembrist without answering, often noticed it!  - Anna Karenina's Metamorphosis  #kafka #Tolstoy",
1421770506945105920,franz kafka,“Every revolution evaporates and leaves behind only the slime of a new bureaucracy.”,
1421773137742503938,franz kafka,"I don't want to offend anyone, but the level of discussion recalls Walter Benjamin IIANM, or Adorno, quoting in one of their essays a short novella by Kafka about a planned attempted riot w/ air rifles t/ no one possessed in a tenement. At this point we are, or THEY show to be.",
1421773722344517635,apache kafka,"https://t.co/2Pb33F8fyG     Apache Kafka edges closer to ZooKeeper freedom, reins in overhead • DEVCLASS - DevClass.",
1421773863906652164,franz kafka,"Woke up this morning from a weird dream that I was hunting for landmarks about Kafka & Mozart while on an eighteen day trip with the loml to Venice, Vienna and Prague.  To be back to reality from such a dream was depressing but to know that it’ll be possible soon was refreshing.",
1421773922194792457,apache kafka,"https://t.co/2Pb33F8fyG     Developers of the Apache Kafka distributed event streaming platform have now belatedly pushed version 2.7 out of the door, rewarding users' patience with various features to make the project more reliable.",
1421774105741709314,apache kafka,"https://t.co/2Pb33F8fyG     In version 2.7, the Kafka team tackled the issue of various create and delete operations impacting the overall load on the controller by introducing a resource level quota, letting the system reject all operations that would overload it.",
1421774297664692225,apache kafka,"https://t.co/2Pb33F8fyG     To ensure users are aware they have deleted a source topic from a running application using Kafka Streams, the app now throws a MissingSourceTopicException instead of shutting it down without any indication.",
1421774491470897156,apache kafka,"https://t.co/2Pb33F8fyG     After not making it into the 2.6 release, Kafka Streams 2.7 offers developers trace level end-to-end latency metrics such as avg, min, and max to help with architectural choices.",
1421774712531730436,franz kafka,"Woke up this morning from a weird dream that I was hunting for landmarks about Kafka & Mozart while on an eighteen day trip with the loml to Venice, Vienna and Prague.  To be back to reality from such a dream was depressing but to know that it’ll be possible soon was satisfying.",
1421774760711573506,franz kafka,Here Kafka wrote from Prague to his beloved employee of a phonograph manufacturer by the typewriter.,
1421774782861819905,franz kafka,"@AdrianaSpappa Confluent monolayers of VeroB4, seeded in 96-well plates, showed cytopathic effects of 70% or more three days post infection with viral concentrations from 10−1 to 10−4 [...] No cytopathic effect was observed in wells infected with viral dilutions of 10−6 or lower.",
1421775818124976129,franz kafka,"@jai_menon I think if we can squeeze a Kafka (maybe The Trial) in here, it would be the trifecta.",
1421777638830522370,franz kafka,"oh benjamin, all the way from “toys & play,” to Passegenwerk, & to this, you really were your own kind of poet, huh",
1421779224734613504,franz kafka,Everyone is like I was written by a man I was written by a woman but what about I was written by Kafka since I woke up one morning and found out I had been transformed into an enormous bug???,
1421781965460500485,franz kafka,"@tetefairykoo I think so too, It's actually referencing a book called 'Kafka on the shore' but I haven't started reading it though",
1421782585747906564,franz kafka,Thiey @Mrthread4 ❤️,
1421786289431621635,franz kafka,"@PriyaChabria @sahaysmita @Corbel_Stone @NamitaGokhale_ Ive always found it interesting that 'Ka' and that ubiquitous ""pale & angular seer"" K. (für Kafka) are homonyms",
1421786721172156421,franz kafka,"In 1 of Kafka's parables d narrator tells of mounting a horse and hearing a distant bugle call unheard by others. Wen a servant asks d narrator where he is going, he replies, ""I don't know, only away from here. Always away from here, only by doing so can I reach my destination."" https://t.co/DBgC8giEPd",
1421787384392273920,franz kafka,The more i read about it. The more i get confused,
1421788137139761155,franz kafka,Kafka was always at odds with his friend Hugo Bergmann – a committed Zionist – on the creation of exclusive homeland for jews in Palestine. He vehemently opposed such vicious plans but these damning differences did not majorly affect his friendship with Bergmann.,
1421790075059273729,franz kafka,"@LillianFrancis_ @gairdunlop @manwithoutatan Gair, to quote from Murakami’s character Oshima, from Kafka on the Shore: https://t.co/Zi4htInIeM",
1421791489437356035,franz kafka,"@bindelj God it’s all terrifying. I didn’t think Kafka meant to write a guide, wasn’t he trying to warn? What the hell have we come to?",
1421798386479648775,apache kafka,"  Confluent, MongoDB and Redis Labs are sponsors of The New Stack. #technology #tech #news https://t.co/qlvzMCZYjD",
1421799514369785860,franz kafka,kafka on the shore is trippy as hell mannnnnn,
1421800493505032192,franz kafka,"En face OCT angiography (D) showed choriocapillaris and Sattler layer’s vessels loss, with visualization of underlying Haller layer’s vessels.",
1421800714204897284,franz kafka,@nidcf OOOOh what does she have? Kafka On The Shore is one of my favorites. I've also been meaning to read 1Q84 for a while now.,
1421802990705512452,apache kafka,Using Apache Kafka to Build Flexible APIs (Case Study) : https://t.co/86Jor7t1FT  programmer #webdesign #computerscience #roblox #python #youtube #minecraft #iphone #gamer #coding #tech,
1421803028160602116,apache kafka,Using Apache Kafka to Build Flexible APIs (Case Study) : https://t.co/ZOkDQhvfxz,
1421804371000451072,franz kafka,why do i find myself weirdly relating to kafka's the metamorphosis?,
1421805615299534848,apache kafka,"If you want to broaden your horizons regarding event sourcing and the Clojure programming language, this talk is for You🍬 RSVP on the link below ⤵️. Please RT for reach 🍩",
1421805671041753093,franz kafka,Kafka’s “The Metamorphosis” is actually about turning 30.,
1421805672094740483,franz kafka,The 137-minute documentary The Trial reveals the details of a process so absurd that it’s akin to Kafka’s eponymous novel  Finally on Netfix:   https://t.co/CCJxH7ZA4u,
1421808591707820035,franz kafka,"July wrap up: -The Lies of Locke Lamora ★★★★★ -Fence Disarmed ★★★ -Kafka on the Shore ★★ -The Picture of Dorian Gray ★★★★ -Good Girl, Bad Blood ★★★ -Autumn ★ -Winter ★½  Cr: Dune (350 pages in July)",
1421810268993114112,apache kafka,@apachekafka and @confluentinc usage for multi-tenancy cloud,
1421810465806725123,franz kafka,Father just compared me to kafka im killing myself tomorrow,
1421810720153300994,franz kafka,"It's an odd kind of metamorphosis, hopefully more Hungry Caterpillar than Kafka",
1421811594699460611,franz kafka,Lets see if Kafka has anything to say on august,
1421813721911988224,apache kafka,We need this because @apachekafka isn't dumb pipe,
1421815038415941641,franz kafka,"I wanna try posting a Kafka diary entry for each day of august (each one being written on that day), since I can’t find something specifically about/for august (for now)🧐",
1421817903570202624,franz kafka,"@crit_gen @HamishRasputin @Lungbarrow1 That's a good one.  A Complaints Officer who dishes out abuse is like something out of Orwell or Kafka.  Aye, they're really just a bunch of wee daily mail gammons being oppressed by blacks driving down house prices in their area.  ps https://t.co/H4iVz7BTf4",
1421819418774962181,franz kafka,"read a 200k worth of angst on ao3 in a day or two. and yet, i can’t even finish the third chap of kafka on the shore 😫😫 what has happened to me!! 😫😫",
1421819433035739139,franz kafka,"@vantedynamite I love this song so I went and read the book it was inspired from ""kafka on the shore"" and I wish i didn't.",
1421819475821727744,franz kafka,nakahara chuuya from bungou stray dogs is so fucking ethereal like how did kafka asagiri sit there and think up the most gorgeous character to ever grace this earth like are you SEEING THIS https://t.co/hPKzBzqJuN,
1421820604941062145,franz kafka,"@goodreads I did as you instructed and got an email instructing me to go to use the ""submit idea"" button. But that's the whole reason I did as you instructed in the first place: there is NO BUTTON! I feel like I'm trapped in a Kafka novel!!!",
1421821162712096770,franz kafka,"@klesyeager1 @ARIHANTDEV13 Well it’s likely gonna be Kafka, it seems to be a sub studio from wit studios (it was founded by people who worked at wit) that’s gonna do all the manga adaptations now, cause wit did ancient magus bride and now Kafka is doin it, and it seems the same with Vinland saga now",
1421821901693878275,franz kafka,honestly dont know which one to choose norwegian wood or kafka on the shore (i have this one but in ebook) so anyone.. 👉🏻👈🏻,
1421829843021357057,franz kafka,"SSR* This line from Frans Kafka really struck me this morning.  ""Isn't it more surprising if something succeeds than if it fails?""  It was part of several short fascinating stories from the New Yorker's Fiction Podcast: https://t.co/XSCMZ5uDl8  *Suggested Sunday Read.",
1421833747691761665,franz kafka,"@hyyuck0606 @natashasinsoe @literarybase Kalau menurut saya : 1. The Wind-Up Bird Chronicle 2. Kafka on the Shore 3.South of the Border, West of the Sun 4. 1Q84 5.  Colorless Tsukuru Tazaki 6. What I Talk About When I Talk About Running 7. Norwegian Wood 8. Men Without Women 9. After Dark 10. Hear the Wind Sing",
1421834019273154560,franz kafka,Threads on threads (tldr: bad-faith academics write cheat sheet on how to respond to “social justice rhetoric” that vibes Kafka but is too scared of really engaging to do it well),
1421836775463428102,franz kafka,"Sometimes I just feel like no matter how worse my life will get, I won't be as miserable as that mf named Kafka was.",
